,T_004,T_005,T_010,T_011,T_018,T_019,T_025,T_026,T_031,T_032,T_038,T_039,T_042,T_043,T_045,T_046,T_048,T_049,T_051,T_052,T_053,T_054,T_056,T_057,T_059,T_060,T_061,T_062,T_063,T_064,T_066,T_067,T_069,T_070,T_071,T_072,T_074,T_075,T_077,T_078,T_080,T_081,T_082,T_083,T_084,T_085,T_087,T_088,T_090,T_091,T_093,T_094,T_096,T_097,T_098,T_099,T_101,T_102
hsa-let-7a-2-3p,2.167568666,1.343763863,4.046095346,1.555062566,1.469930494,2.396008512,2.499560594,2.760764281,2.734602896,3.234727635,0,1.917358032,0.327819538,1.468919337,2.438529415,2.646326887,2.584376567,2.996904076,4.143645988,2.236570632,2.482313228,2.493147954,1.642136459,0,4.766737066,0,2.384137695,1.120575156,1.067448666,1.51531926,2.401413489,1.753195229,2.66520636,1.402509214,3.038140162,1.297402604,3.209758437,2.247731471,0,2.99977339,3.915535951,1.340549216,2.32785291,2.155135932,0.934701808,4.018241005,4.059557311,2.787818042,3.48292429,3.646070737,1.848012818,3.816344166,1.919433159,3.778564668,0.745288629,0,2.450590597,2.794089514
hsa-let-7a-3p,166.0598439,171.7031603,196.9099735,179.2209607,149.6389243,118.4693098,167.4705598,143.5597426,123.2850139,156.6532383,180.5935877,188.0608669,112.4421015,136.6094984,198.4962944,144.937288,122.0810264,167.4936389,223.0662757,138.4543725,73.53852937,145.4336307,87.58061112,117.1332982,144.1937962,158.2525616,157.6335746,156.6564069,161.1847486,192.2290718,133.9455079,157.0862925,162.873722,158.4835412,246.0893531,133.2227621,105.7294429,120.2536337,76.82744954,88.60869091,61.29319739,114.4341558,147.4306843,142.3657442,157.0299037,132.2928577,133.9653913,103.1492675,144.1930656,148.5773825,82.85257466,183.729712,137.7193291,211.3231411,77.13737312,179.5393856,76.58095616,173.0864925
hsa-let-7a-5p,12322.02577,24297.78887,32083.28826,37987.45712,13610.96841,14655.85162,16614.46024,27376.84292,30283.44823,24295.26909,28852.09439,20815.47791,12929.5304,25912.93895,15572.12371,14542.99119,17523.79604,29334.19658,46937.14993,25476.03055,11947.68385,21945.51934,18971.8762,27071.18949,28527.43173,27172.99691,27301.88269,31172.1597,38566.9203,13173.31975,21132.97235,25354.7094,29442.83079,25177.49478,35477.29748,20265.42867,21952.30829,23348.31065,7785.847963,13049.47575,7569.935774,24179.36433,22105.09724,26745.74401,34689.82187,23238.72411,28271.43371,13576.45942,31969.06547,26926.23239,27374.45987,38484.01457,13819.91874,25334.17018,9812.097447,22904.13866,13428.93015,15362.63944
hsa-let-7b-3p,70.92766358,55.39293259,92.61062681,76.975597,63.79498345,65.75712251,63.6792818,76.38114511,88.64671054,66.38893384,77.36484094,74.13784389,31.14285611,83.99547847,72.50560794,71.04369874,50.08767919,87.07671288,141.0566155,93.61645645,19.08278294,68.14604408,51.17991963,61.62895756,66.43639786,70.52559811,91.01796259,76.19911063,98.5610935,63.85988309,65.37181164,66.6214187,72.25670575,61.3597781,71.51314535,38.78550942,48.27476689,50.5739581,33.41565649,45.68885625,10.84302263,43.01944301,27.74024718,47.92008132,64.14391156,43.58246013,37.21260868,40.10169029,72.44482523,45.57588421,52.2063621,61.60669867,32.95026923,67.55336346,38.75500872,72.41421887,33.5424588,71.91104066
hsa-let-7b-5p,10692.85707,13934.23403,17927.34935,16493.7711,7369.055554,7619.30707,6552.062477,10384.52282,16936.30727,9367.617195,9917.673481,8456.347819,2640.258559,10975.76529,8827.964188,7536.738975,5691.535595,11527.25854,18495.85448,10913.61266,1675.25114,9573.480382,7820.127505,11952.95546,11469.0673,12095.80902,15436.7306,14669.44937,19553.88048,6603.544859,8909.244044,9366.270191,10936.2301,10347.36235,14976.86248,8026.55192,9610.915492,9522.514377,5729.499871,7095.156323,1625.098017,10719.03153,5503.432254,10796.59716,16844.84547,10994.83468,13140.11042,7148.823249,19252.2123,13855.98032,11134.12323,20754.36996,5124.646605,10457.86892,3221.5101,11258.31641,3921.557603,6123.320699
hsa-let-7c-3p,4.455557814,11.94456767,14.38611679,15.55062566,4.409791483,6.921802369,7.498681782,8.282292843,7.520157963,11.39856405,7.940672824,13.58128606,5.245112608,12.81965967,10.40439217,18.3207246,10.46057182,12.65359499,17.26519162,8.200758984,3.413180688,15.78993704,3.284272917,7.272982569,18.17318506,13.76109231,8.554847023,13.89513194,6.048875774,16.45203768,4.536003257,15.42811802,4.738144639,12.27195562,15.19070081,10.03779909,8.473762273,8.990925884,6.283285836,5.768794981,4.517926097,14.38043704,18.23484779,19.64976879,6.075561751,23.80035057,6.089335966,24.87591483,29.95314889,13.67276526,5.698039521,29.44036928,12.47631553,25.2518712,11.55197375,12.8669893,2.144266772,9.999899314
hsa-let-7c-5p,769.607297,5772.361636,4220.527012,7561.491726,1845.350743,2459.63585,1107.305343,5613.738089,5988.780342,4488.723714,3593.494767,3795.570004,598.2706569,4432.530869,1286.242982,2733.655674,4241.331144,5960.009734,7725.137337,3488.730676,521.7512116,3664.71973,2281.748609,3560.316362,5432.292729,5427.986413,1953.590476,4397.809259,2628.770248,2476.03167,1721.279824,4573.385074,1976.102449,4998.893465,4114.810295,4364.394075,2011.106246,3714.376256,1595.668999,2557.422191,571.5176513,4554.089422,4280.727513,5191.722461,3911.610228,4810.76177,3652.924987,2847.863354,5779.564566,5140.959739,3941.965341,8687.089705,1611.764019,4926.326727,2772.846345,4146.462111,247.5096503,2573.650557
hsa-let-7d-3p,25.89040351,30.16003338,102.9506482,54.4271898,20.87301302,28.21965581,12.49780297,24.84687853,42.15846131,10.16628685,13.61258198,15.17908442,5.572932146,22.56794255,21.1339216,28.29534133,13.16801394,22.14379123,26.93369892,36.53065366,6.826361376,16.41322403,29.28476684,16.45990792,13.406448,20.83276475,17.53042423,22.41150313,20.9931571,23.16273725,24.01413489,12.2723666,17.17577432,11.92132832,36.45768194,13.72515386,26.38421435,6.743194413,68.8305403,27.22871231,4.969718707,17.18340358,12.60920326,12.17017938,21.38130385,25.9640188,29.09349406,12.22350988,48.0643552,19.14187137,67.60646891,21.80768095,20.23402455,20.36738516,52.91549267,21.54472628,16.23516271,16.32336506
hsa-let-7d-5p,388.7173142,711.5976192,1089.29878,975.80176,545.0502273,577.4380515,527.8833921,551.0485505,643.3153312,546.2068663,597.8192255,499.1522076,247.1759317,692.9293128,654.0135891,499.5450909,388.517944,693.9497883,1016.919786,757.1324106,219.9950098,502.3693128,573.9266923,674.4734361,506.4658133,544.7099041,564.6199035,587.629612,1029.020514,332.7208146,839.9610736,509.4785335,757.5108742,453.7117307,1377.212306,516.4345207,950.0884973,660.8330524,291.6015836,281.2864433,156.320243,515.7458437,332.4949906,453.7195001,757.225302,446.6429425,880.9239365,299.7976633,629.7127116,529.5917745,813.2796409,562.0929764,741.5410104,511.1199915,294.0163642,629.8840113,785.4142864,494.8479587
hsa-let-7e-3p,19.26727703,11.34733929,13.93655064,7.386547187,7.937624669,3.993347521,7.379655087,3.865069993,6.38074009,7.547697814,4.083774595,12.46282721,6.884210298,10.01535912,10.40439217,10.17818034,4.184228728,5.827313481,2.24447491,7.561738803,2.172024074,8.310493181,3.010583507,7.655771125,2.6812896,10.7030718,13.46336581,10.08517641,14.23264888,17.53440858,14.94212837,8.765976145,12.14149564,2.805018428,2.804437073,5.05304172,15.15005982,4.495462942,4.855266328,8.307064773,4.216731024,8.165163404,1.939877425,4.056726461,25.47062426,9.272863858,3.382964426,9.006796751,4.876094006,5.469106105,9.240064088,8.723072379,15.19551251,7.188488881,4.84437609,7.480807735,9.189714739,8.382268543
hsa-let-7e-5p,1005.3906,788.3414665,1156.733703,913.988023,697.6290126,450.7158235,697.9725392,642.7059246,568.1137516,679.7549072,340.541426,731.631869,448.457128,831.9424974,665.5559617,428.9085193,460.3882256,650.6611739,543.853536,807.1889914,284.5351537,626.4034235,565.1686312,585.6664911,506.4658133,1144.84643,1626.683125,1271.180457,1765.560094,622.1467932,937.6185555,602.3978807,1571.879484,537.8622835,423.0025918,450.0621348,2184.433202,660.8330524,179.930458,489.1938144,619.2570704,831.9935905,305.5306944,705.4900861,3504.664428,878.1402074,1137.35264,426.5361604,879.0900907,896.0218836,1175.644154,1262.119535,1737.326938,605.1233076,405.8096586,605.9454265,1482.454149,431.6133013
hsa-let-7f-1-3p,16.49760596,17.17031603,18.43221213,16.32815694,26.752735,25.29120096,20.23453814,17.11673854,19.14222027,19.87046976,14.97384018,12.46282721,4.589473532,16.02457459,16.74456865,15.87796132,15.62932496,23.97523261,33.66712365,26.83884758,5.740349339,13.50455142,17.24243282,22.58452482,14.00229013,16.62798655,13.6036092,18.82566263,14.94428132,15.58614096,17.87718931,18.93450847,25.1713934,16.12885596,22.20179349,14.81770342,15.15005982,12.36252309,5.997681935,11.30683816,4.066133488,9.749448841,7.953497442,14.45208802,27.80737878,12.36381848,16.91482213,8.577901667,22.98730031,7.292141474,11.39607904,13.08460857,30.8708833,21.84194699,9.316107865,19.1508678,10.26184813,17.20570911
hsa-let-7f-2-3p,15.65466259,28.36834823,19.33134443,19.82704771,12.64140225,9.051587714,13.68806992,14.72407617,17.31915167,16.94381142,17.92323295,21.73005769,3.27819538,16.42518895,14.14347061,24.2240692,13.04494839,13.31957367,20.54557802,12.56739688,3.102891535,16.82874869,7.115924654,13.01481091,10.7251584,20.06825962,6.731682903,13.67101691,8.89540555,31.82170445,9.072006513,18.58386943,13.02989776,24.54391124,13.08737301,17.89049906,6.61210238,11.23865735,2.856039017,22.15217273,3.011950732,9.749448841,20.36871296,12.29695208,13.20266303,14.52748671,17.59141501,18.87138367,21.5941306,18.23035368,5.082035249,19.08172083,20.79385922,17.51042163,10.06139649,14.06391854,5.820152668,14.85279163
hsa-let-7f-5p,5873.508983,16653.41487,17595.11996,29260.05724,11665.66239,12883.87022,15255.29441,24606.87609,30723.49142,24347.79491,27918.72502,19402.06548,6969.115558,24710.82878,13221.21878,12189.59233,15341.10543,31021.95306,37119.64402,22242.37543,8268.740506,24162.75892,21548.93568,43795.98709,33324.85467,27633.03787,23570.84744,36000.49393,45032.81269,9396.927678,22773.67141,27537.43746,38157.75945,31170.06602,52260.91855,27876.33377,33108.52989,25336.42914,4471.12908,8841.024436,7544.48479,26262.45595,28086.12732,33313.8377,60048.28191,27760.17253,53521.20359,12182.76484,38752.40882,35920.17738,28762.9335,55662.47004,19403.5498,18722.97225,5001.63199,16388.35512,15729.7284,12411.19856
hsa-let-7g-3p,16.256765,18.96200118,22.92787363,20.604579,21.75497132,24.75875463,17.02081738,24.47877663,22.56047389,12.47680659,19.73824388,15.81820376,6.55639076,11.21720221,15.44401963,19.94923346,12.30655508,18.81389781,25.37983168,25.56080722,19.39307209,15.16665006,19.15825868,16.84269648,6.554263466,14.14334488,11.3597149,11.42986659,12.45356777,26.19337577,15.47577582,15.42811802,15.39897008,12.62258292,9.114420486,16.25167472,6.740492717,15.7341203,13.13777948,34.38201809,6.174499,12.06494294,23.47251684,15.08595153,19.04454933,12.67291394,9.472300392,22.30254433,26.4702246,24.61097747,14.0140972,20.7172969,15.03555974,20.92034585,19.37750436,18.25317087,9.342876651,21.17625737
hsa-let-7g-5p,1776.563363,5845.522113,5364.672863,6307.333767,2819.326688,3976.841684,4078.211649,4986.308393,6856.105227,4263.371023,5589.779915,3807.713271,1212.604471,4473.660611,2958.423886,2845.208531,2956.403728,5058.940575,6877.761733,5198.642176,1641.429622,3842.14876,4521.07536,4583.892961,3423.708898,4826.512003,3857.394547,3901.618579,2951.851378,2255.877429,3789.430485,4288.666169,5041.68203,3555.711484,3060.809362,3133.978416,2301.65358,3685.155747,881.0880366,1371.127191,885.8147102,3247.785145,5204.497143,4021.737195,5460.411123,2593.929117,3190.135454,1645.24154,3146.473803,2975.193721,4660.226323,4194.70743,4433.490715,4615.839303,1537.903086,4610.272191,3445.070894,3333.642905
hsa-let-7i-3p,74.78111899,60.17075966,122.2819927,69.58904982,120.5343005,99.56746485,82.00939282,43.43602469,79.9871347,50.21529566,38.79585865,48.25351047,28.52029981,62.76291714,106.970157,83.66464236,45.0419916,65.26591099,78.72927378,109.591961,13.65272275,48.40862278,65.95914775,66.60520879,22.93992213,60.01365259,57.92052165,59.83871335,99.98435838,73.384747,67.23957769,43.47924168,90.02474815,38.91963068,62.86613105,37.35153812,40.05778529,51.69782383,28.27478626,107.5303384,11.59601032,26.56724809,37.4396343,34.10185681,39.02380047,33.07321443,33.15305137,35.59829192,67.56873122,27.34553053,41.27228626,19.62691285,80.9360982,48.66054012,42.10880755,75.40654197,35.68672557,53.5288728
hsa-let-7i-5p,4201.95228,6180.716543,14198.19814,9356.033927,6540.602728,5646.593394,6939.494369,4148.324409,7648.912183,5974.387907,5033.479065,4995.676352,3546.679582,7190.627232,10471.04531,5989.452,3625.757258,5612.035872,7153.314191,6996.09944,1864.837812,5709.308815,4894.661404,9843.407724,6653.471181,6048.573451,11379.48922,8692.301488,17500.10925,4085.08425,8939.1283,6021.524334,18126.36459,5704.004972,16076.43552,6220.362642,11393.42274,7008.426726,4645.34746,2990.081815,3380.914696,7158.289075,6324.000405,5561.39166,9479.161546,9334.992046,14487.20686,4059.277516,9983.454184,6982.225461,11899.81654,12603.20401,7317.998871,4151.90529,1629.573588,5826.053064,6747.548047,4802.010474
hsa-miR-1-3p,90.55620206,130.9423231,240.9674562,71.53287802,211.9639773,147.2214119,137.2377793,41.96361707,50.13438642,85.48923035,72.14668451,75.73564225,63.59699037,125.1252199,130.3800394,235.523093,72.85480609,106.8895787,18.1284512,67.09711896,15.9798914,143.3560074,32.56903976,44.02068397,64.64887146,155.9590462,369.4010993,311.2957784,384.2815198,78.7966015,177.4377745,90.81551286,319.5286291,55.04848664,26.64215219,69.24032844,247.7933513,180.9423834,18.56425361,73.60982396,32.67966544,248.4890773,53.34662918,100.6575253,27.4568656,505.3710803,380.2452015,51.03851492,221.5139848,71.09837937,160.7771151,229.525842,28.07170995,81.746021,75.64679586,126.5752669,58.81417433,49.55832454
hsa-miR-1-5p,1.324625296,1.045149672,0,0,0,0,2.618587289,1.472407617,1.367301448,1.540346493,0.226876366,1.757578196,0,1.068304973,0,2.035636067,2.092114364,1.664946709,0.690607665,0,0,0.415524659,0,0,0,0.955631411,2.664624482,0,1.067448666,0,0,1.753195229,2.07293828,0,0,0.955980866,1.990050231,0,0,0,0,1.706153547,0.969938712,1.394499721,1.285214986,0,1.35318577,0.857790167,0,0,0.924006409,0,1.359598487,0,0,1.196929238,0,1.911745457
hsa-miR-100-3p,3.853455407,4.329905782,6.743492243,8.16407847,6.761680274,7.986695042,3.927880933,7.730139987,6.38074009,8.47190571,12.70507652,6.870532947,1.966917228,11.61781658,4.714490202,13.84232526,12.92188284,5.327829469,38.50137731,7.45523544,2.172024074,4.36300892,2.736894098,1.913942781,11.6189216,5.733788464,4.347545208,6.723450938,4.269794664,4.545957779,3.735532094,5.259585687,2.36907232,4.558154945,4.674061788,3.345933031,2.182635737,11.23865735,0.856811705,5.076539583,1.204780293,2.802966542,14.54908069,3.803181057,0.817864082,14.83658217,5.412743081,13.29574758,9.055603153,5.469106105,9.240064088,11.99422452,3.758889936,11.42785412,4.09908746,7.780040044,0.765809562,5.147007
hsa-miR-100-5p,570.4318207,1735.097762,2519.368702,2129.269418,2322.196195,2874.411545,1582.578936,3394.63576,3059.564873,5952.97709,9354.566339,3678.131824,661.8676472,4511.986052,1607.641159,3839.820313,8254.991018,6238.222329,6200.275614,3752.539507,1210.903421,5916.447858,1963.995204,4479.008897,10587.51887,2598.552932,2649.758683,6234.207825,5899.077145,2450.271243,4157.64722,4230.810727,3638.302815,5363.545861,1880.375057,2650.252098,4637.651575,5847.473422,510.9453801,2032.231096,205.2644424,2767.502922,4489.8463,5556.70107,356.8224151,10565.81018,2782.149944,5840.693245,3990.734651,2841.200622,2573.203848,5898.977696,501.0520308,4878.034827,1682.48908,5537.593118,590.7454958,3142.615417
hsa-miR-101-3p,4679.66033,16478.87487,5334.551931,12862.70001,8646.425154,16786.70186,7644.25143,21280.52323,17052.98366,15612.02784,35582.15492,19881.88433,7153.677958,18291.3842,11139.52751,19236.35371,16087.00574,13779.59845,26629.48625,14704.06736,8915.693391,19274.31907,7749.515637,22909.5123,11817.33703,17092.80566,4918.055334,17763.13326,8108.340067,21341.3235,3398.533734,21404.76055,11001.97185,29944.27297,4569.362804,22204.15787,6228.728832,17086.13078,973.0524929,26078.87609,3773.823669,9256.979806,23620.3355,13414.19991,12523.71901,16079.14593,10084.61695,24574.18714,18669.17078,18303.2751,3573.902788,18240.48954,3649.242317,11172.75492,10791.03406,9911.172551,2484.43938,7727.863367
hsa-miR-101-5p,23.12073244,76.74384731,22.47830748,52.48336159,39.10015115,68.68557736,38.44562247,113.3753865,85.22845692,71.47207726,167.8885111,96.02768142,44.25563763,93.87729946,60.47552949,109.3136568,69.40897067,58.10664014,121.0289932,65.60607187,38.32071045,76.87206192,34.21117622,89.95531072,52.43410773,74.34812375,24.68283731,79.11260604,35.5816222,91.7850523,18.94448419,84.85464908,45.30850811,113.9538736,21.73438731,67.73807279,20.542454,29.22050912,4.284058525,83.07064773,10.24063249,29.61395085,68.08969761,39.42631029,36.33653278,51.61894214,37.21260868,71.41103138,52.94044921,41.01829579,13.09009079,58.88073856,15.51541803,34.19140224,36.14649851,51.46795721,14.70354358,40.44076929
hsa-miR-103a-2-5p,6.382285517,3.881984494,4.495661496,3.498890773,15.87524934,31.14811066,8.927002121,15.82838188,5.697089366,18.48415791,5.218156427,26.52345277,23.93082627,10.28243536,10.24182354,10.99243476,13.04494839,25.47368465,15.02071671,37.70219065,32.73550569,23.26938091,14.23184931,13.01481091,10.42723733,21.21501732,19.35358835,11.42986659,6.760508218,22.94626308,17.61036558,36.11582172,9.476289278,28.40081158,9.581826665,32.98133988,16.56235353,42.70689795,3.998454623,45.22735265,6.325096536,15.35538192,37.63362204,50.45553536,41.8279059,9.272863858,6.765928852,31.09489354,9.752188011,31.90311895,8.624059816,13.62980059,16.47513461,13.54753674,29.06625654,8.976969282,10.87449577,37.0584504
hsa-miR-103a-3p,5654.704968,7275.734785,9267.356607,10857.05807,5611.018683,5858.773259,5209.798438,5767.052532,9388.803275,5583.139897,11307.06435,6339.424772,13280.62512,8468.052903,10712.13458,7070.171188,7414.08411,8328.063438,13047.13265,7540.651137,5962.206084,6139.376837,5230.47831,10192.89368,17732.55981,6959.863564,5947.161358,7895.348437,6749.833732,6226.663312,9825.516701,8441.985667,13007.09544,9421.005016,14472.99862,8159.43326,9861.340845,7998.552439,4363.742013,6928.09202,8777.426822,6796.218919,6871.433814,6551.740007,11902.49282,10216.22321,12587.33404,10225.71658,21765.49047,9065.04337,4958.988395,10855.86358,4967.892897,7062.966806,8243.264883,7441.009838,10745.68661,5957.292959
hsa-miR-103b,298.642794,426.421066,484.1827431,566.0427739,298.6898764,349.5510197,292.3295628,366.6294965,521.3976188,303.6022937,868.7096069,367.3338429,731.0375698,501.8362609,501.5242164,448.247062,461.2496845,423.5624428,920.4073651,405.2452978,355.5913699,299.3855168,276.4263039,450.5421307,863.3752511,350.907854,244.5844788,370.6862617,310.2717456,331.8549179,496.8257685,429.1821921,607.963184,399.0138713,627.0253888,358.7659621,446.7341792,306.8153458,167.9350942,335.2823643,366.554404,330.9937881,391.2732766,337.0886144,562.9241637,458.6976655,520.9765216,496.8749541,917.4022579,391.9526042,240.5496684,525.5651108,203.8597967,414.9969927,447.1731775,426.4060409,482.1537,359.1140313
hsa-miR-105-3p,0,1.642378055,1.348698449,1.166296924,2.939860989,3.727124353,3.689827543,4.785324754,0.683650724,2.464554388,3.17626913,1.757578196,2.294736766,1.335381216,0,1.22138164,2.830507669,0.998968025,4.661601737,1.491047088,7.60208426,2.077623295,3.010583507,1.913942781,0.8937632,2.293515386,2.524381089,0,1.423264888,1.73179344,0,3.506390458,3.849742519,1.402509214,6.777389592,2.048530427,5.07141833,2.247731471,3.712850721,0,25.60158122,4.75285631,6.789570987,1.648045125,2.920943149,0,5.412743081,1.930027875,3.48292429,0.911517684,1.69401175,4.361536189,3.359008028,1.65888205,2.981154517,1.795393856,3.216400159,1.911745457
hsa-miR-105-5p,1.565466259,1.791685151,0.44956615,1.166296924,2.057902692,1.863562176,1.547347034,2.024560473,1.823068597,2.926658336,3.17626913,2.716257212,2.950375842,1.602457459,2.275960787,1.628508854,7.630064151,1.664946709,1.899171078,1.384543725,69.65991496,1.454336307,0,0.765577113,1.7875264,0,2.103650907,0,1.067448666,1.94826762,0,2.103834275,12.73376372,1.753136517,73.14906698,1.707108689,40.76393215,1.123865735,2.856039017,2.769021591,166.8620705,2.802966542,29.48613686,2.02836323,1.75256589,2.472763696,2.029778655,1.28668525,6.269263722,0.911517684,2.156014954,2.180768095,1.759480396,1.19808148,0,1.496161547,1.99110486,2.0588028
hsa-miR-106a-3p,12.40330959,4.77782707,3.146963047,2.72135949,3.821819285,9.317810882,11.54558941,21.9020633,2.278835746,11.09049475,2.722516397,13.90084573,6.228571222,3.605529282,1.788254904,8.956798695,23.50552021,12.48710032,48.34253653,23.53724332,26.84001178,23.47714324,8.210682293,5.741828344,29.4941856,16.24573398,4.347545208,9.636946345,2.490713554,8.658967198,6.403769304,12.62300565,1.4806702,7.363173372,17.29402861,21.64613818,5.649174849,30.34437486,0.571207803,26.53645691,7.981669439,12.55241538,16.68294585,17.11431476,3.388294053,10.20015024,8.795707507,32.81047388,6.269263722,41.01829579,4.466030976,11.4490325,5.038512042,12.81025583,28.32096791,11.37082776,3.216400159,5.147007
hsa-miR-106a-5p,33.71773481,18.5140799,14.83568294,13.99556309,23.51888791,21.83029978,33.32747459,19.87750282,33.2710019,7.855767113,14.97384018,16.13776343,49.1729307,18.02764641,10.40439217,15.47083411,14.521735,24.80770596,22.4447491,32.27051912,71.21136072,19.11413432,42.42185851,14.92875369,10.7251584,25.61092181,29.03038252,19.94623778,38.07233575,17.53440858,24.81460605,24.54473321,28.72500188,23.14140203,27.81066764,18.43677384,35.37153797,25.84891192,4.284058525,8.768568371,15.96333888,11.21186617,22.11460264,21.29781392,15.3057421,11.74562755,19.62119367,14.79688038,34.8292429,11.8497299,160.6231141,15.81056869,57.58299476,18.80066323,131.1707987,17.35547394,56.66990756,24.55857626
hsa-miR-106b-3p,253.7259544,125.2686535,211.2960903,140.3443966,176.9796315,163.194802,207.7015827,92.57762889,174.3309346,115.525987,235.9514211,136.7715396,473.6992324,211.2573083,357.9761181,195.624626,133.7722537,149.8452038,253.9709687,206.297015,228.9933953,161.2235677,266.5734851,395.4205786,408.4497823,92.69624684,353.4133524,226.3561816,293.1925669,153.4801936,118.2029084,137.801145,288.4345549,167.9504783,563.6918516,184.0946011,1052.864962,264.1084478,415.5536769,164.7567847,283.5751614,189.8705162,279.1483614,151.4933788,87.97880766,382.3510864,334.2368853,272.1339304,420.0406694,198.7108552,206.9774356,134.1172378,218.7354037,135.5675275,158.3738337,222.9280705,439.1152026,196.1744954
hsa-miR-106b-5p,78.03247199,35.68439593,70.13231933,22.15964156,97.89737092,80.13317358,59.39432078,46.74894183,112.5744859,32.34727635,73.96169545,34.67222441,112.114282,40.46205084,103.7187845,40.91628495,72.36254389,42.28964641,102.0372825,65.49956851,109.221782,38.22826863,108.9283851,77.70607692,48.85905493,38.79863527,97.32891531,51.54645719,54.79569819,50.87143229,41.62450047,35.76518267,76.40258231,44.52966754,121.9930127,43.08742332,132.9481945,67.43194413,12.28096777,47.76562244,63.85335551,27.42032486,95.82994479,37.77826517,40.89320409,25.34582788,73.74862448,35.16939684,61.2994675,24.61097747,110.1107637,22.35287297,144.1174397,34.74436293,129.3075772,44.88484641,150.4049979,58.52882246
hsa-miR-107,2391.791603,2927.016309,3285.878987,4192.448677,1419.952858,2181.965085,1259.778539,2188.36582,3484.339856,1692.686761,6514.981737,1848.492922,3816.475061,2638.713282,2022.028591,2320.014426,3045.749317,2780.461004,7137.084911,2454.476514,2648.16278,1681.005008,1764.201935,1925.426438,4671.700246,1813.023912,1083.660704,1984.986832,1648.852373,2063.215409,2738.678672,2761.282486,2630.854811,2549.060496,2839.02513,1930.944781,1465.511507,2484.867141,712.2961307,1720.023912,1404.322029,1753.925846,2403.120154,2146.515389,2838.222039,2458.236209,1830.860347,3090.832418,4176.722808,2266.032963,1259.420735,3116.862799,884.2988515,2959.169096,3234.925295,2650.300564,1518.600361,1817.922872
hsa-miR-10a-3p,176.1751644,71.07017766,87.66539916,55.20472108,58.20924758,35.14145818,38.08854238,44.35627945,35.77772122,56.22264698,29.26705127,93.15164438,34.09323195,61.2939978,66.65313734,40.91628495,19.44435703,49.11592792,19.33701461,46.75497655,21.40995159,102.0113038,20.52670573,41.34116408,42.30479146,111.8088751,79.65824769,99.73118891,156.5591377,112.1336252,78.71299769,51.19330069,95.35516086,56.45099585,21.50068422,51.14497633,70.87146628,58.44101824,9.424928755,48.68862964,13.10198568,92.01042344,18.81681102,68.96434983,61.45664386,86.23763388,75.10181025,88.13793963,32.73948832,85.68266232,78.54054475,142.8403102,31.11081245,51.79398399,11.17932944,56.55490647,73.21139409,39.85253991
hsa-miR-10a-5p,6250.063829,4386.791786,3277.786796,2490.043933,3635.726085,2065.891784,2736.423717,2606.897685,2054.142542,3556.814086,1911.88714,6785.370295,1906.926253,3924.818931,4017.883633,3033.911994,1311.140379,3923.44692,828.7291976,2772.176047,1191.820638,7083.2411,1313.982856,2757.991548,2731.936181,7107.413054,4031.015868,5997.542352,8905.012588,4964.402369,4607.24519,3238.151588,5169.019667,4243.291626,806.9767677,2993.927219,3945.0499,3178.2923,688.5910069,1722.792933,452.5455974,5893.541824,589.5287494,4693.759288,3458.163013,4133.842708,3604.210299,4465.44116,1461.435032,3426.394975,3185.666096,6391.286093,1334.805809,3895.423693,598.4667692,4450.182905,4241.512838,3060.998592
hsa-miR-10b-3p,36.24656492,5.375055453,15.73481523,1.943828207,8.819582966,2.129785344,6.308414832,2.760764281,33.49888547,2.15648509,2.268763664,2.236917704,36.06014918,2.003071824,2.926235298,4.885526561,44.0574672,1.331957367,14.67541287,2.130067269,49.02568625,8.72601784,24.08466806,4.593462675,89.67424105,0.764505129,4.347545208,5.154645719,19.56989221,3.030638519,29.61743303,1.753195229,10.66082544,3.506273034,57.95836617,1.843677384,5.970150692,1.123865735,6.283285836,0.923007197,13.70437583,2.802966542,40.34945044,1.140954317,85.29153996,6.181909239,15.56163636,0.857790167,1.393169716,0,2.772019227,2.725960118,25.59244212,2.027522505,8.198174921,5.08694926,1.531619123,0.882344057
hsa-miR-10b-5p,1749.107493,256.2109766,755.2711312,37.71026722,548.2840744,151.7472058,474.9165129,57.9760499,2695.862688,212.105712,29.26705127,89.95604766,2866.45404,91.34007515,189.3924512,206.2099336,4529.673729,167.1606496,702.5206469,132.0641707,6062.73977,1114.229373,2585.270165,529.3965733,13811.62065,78.36177568,406.5655987,393.994225,2247.335258,238.5545463,2373.930646,82.40017576,990.8644977,207.5713636,4165.290162,50.59870155,628.2139213,141.6070827,497.5219967,96.22350028,909.910316,199.7418331,2922.231353,109.4048417,9831.777803,421.9153055,1709.073628,96.93028884,27.16680946,43.75284884,121.8148449,133.5720458,1518.031699,130.9595218,297.7428074,492.5363812,124.5206347,59.55822386
hsa-miR-1178-3p,1.565466259,0.895842576,0,0,0,0,1.428320339,2.024560473,0,1.232277194,0,1.278238688,0,0.534152486,0.650274511,0,2.461311017,2.164430722,1.381215329,0,1.551445767,2.077623295,2.189515278,0,0,0,1.402433938,0,0.711632444,0,0,0,1.18453616,0,0,1.775393037,1.412293712,0,0,3.230525189,1.505975366,1.828021658,1.745889682,0,1.635728164,1.236381848,0.676592885,0.428895083,0,0,2.772019227,2.180768095,1.039692961,1.935362391,0,0,0,1.470573429
