,T_004,T_005,T_010,T_011,T_018,T_019,T_025,T_026,T_031,T_032,T_038,T_039,T_042,T_043,T_045,T_046,T_048,T_049,T_051,T_052,T_053,T_054,T_056,T_057,T_059,T_060,T_061,T_062,T_063,T_064,T_066,T_067,T_069,T_070,T_071,T_072,T_074,T_075,T_077,T_078,T_080,T_081,T_082,T_083,T_084,T_085,T_087,T_088,T_090,T_091,T_093,T_094,T_096,T_097,T_098,T_099,T_101,T_102
hsa-miR-4776-5p,0,0,0,0.777531283,0,0.532446336,0,0,0,0,0,0.479339508,0.655639076,0.667690608,0.487705883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.506273034,0,1.160833909,1.091317869,0,0,4.153532386,0,0,0,1.774817827,1.518890438,1.236381848,0,0,0.696584858,0,1.540010681,0,0.879740198,0,0,0,1.837942948,1.764688114
hsa-miR-4777-3p,0.84294337,0,0,0,0,3.993347521,2.023453814,1.840509521,0,2.15648509,0,2.077137868,0,2.403686188,4.064215692,0,1.47678661,1.165462696,0.517955749,1.704053815,0.620578307,1.246573977,0,0,0,2.102389104,0,0,0.711632444,0,0,0,0.59226808,2.103763821,0,1.229118256,1.990050231,0,0,1.153758996,1.656572902,0,1.163926455,0,1.16837726,0.618190924,0,0,0.696584858,0,1.540010681,0.545192024,1.039692961,1.382401708,0,0,0,1.470573429
hsa-miR-4778-3p,2.287989148,1.642378055,0,0.777531283,0,1.33111584,3.332747459,2.576713329,2.278835746,1.694381142,1.134381832,1.917358032,3.606014918,1.468919337,2.11339216,3.053454101,24.49004461,0.998968025,3.798342156,1.704053815,0,2.285385625,3.010583507,1.531154225,2.979210666,2.102389104,2.103650907,0,1.423264888,2.814164339,0,2.805112366,0.88840212,1.402509214,8.647014307,1.775393037,2.375221243,1.123865735,12.85217557,2.769021591,4.517926097,2.924834652,2.715828395,2.408681336,2.453592245,0.618190924,2.029778655,2.144475417,0.696584858,1.823035368,2.310016022,1.635576071,2.079385922,1.935362391,0,2.693090784,2.144266772,1.911745457
hsa-miR-4778-5p,1.926727703,1.343763863,0.44956615,0,1.763916593,2.662231681,1.547347034,2.392662377,2.506719321,0,2.268763664,1.757578196,0,1.335381216,0,0,5.661015338,0,1.726519162,0,2.016879498,0,0,0,3.575052799,0,0,0,1.067448666,1.29884508,0,0,0,1.402509214,2.337030894,1.297402604,1.604879218,1.123865735,0,0,0,1.218681105,1.745889682,2.535454038,2.336754519,0,1.35318577,1.501132792,0.696584858,0.911517684,1.540010681,0,1.439574869,2.027522505,0,1.196929238,0,1.323516086
hsa-miR-4779,0,0,0,0,0,0,1.547347034,0,0,0,0,2.077137868,0,0.400614365,0,0,2.215179915,0,0,0,0,0,0,0,0,0,1.682920726,0,1.067448666,0,0,0,0,0,0,1.024265214,1.283903375,0,0,0,0,1.218681105,1.55190194,0,0,0,0.676592885,0.857790167,0,0,1.078007477,0,1.519551251,0,0,0,0,1.470573429
hsa-miR-4780,1.204204815,0,0,0,0,0,1.904427119,0,1.139417873,0,0,0.479339508,0,0,0,0,0,0,0.863259581,0,0,0,0,0,1.489605333,0,1.402433938,0,1.067448666,3.247112699,0,0,0,0,0,0.887696518,1.091317869,0,0,0,0,1.218681105,0,0,1.402052712,0,2.706371541,0.643342625,0,1.823035368,1.69401175,0,1.359598487,1.751042163,0,0,0,0
hsa-miR-4781-3p,1.324625296,1.642378055,1.348698449,0.388765641,2.351888791,0,1.428320339,1.472407617,0.911534299,1.386311843,0,1.59779836,3.27819538,1.068304973,0,0,1.107589957,1.664946709,2.071822994,1.704053815,1.551445767,1.662098636,0,1.531154225,0,0,1.963407513,0,1.423264888,1.29884508,0,0,2.07293828,0,0,1.502255647,2.246830906,1.123865735,0.856811705,0,1.204780293,1.584285437,1.939877425,1.267727019,1.402052712,0,2.029778655,2.144475417,0,0.911517684,1.078007477,0.545192024,0,1.290241594,0.372644315,0,0.459485737,2.0588028
hsa-miR-4782-5p,1.324625296,0,0,0,0,0,1.309293644,0,0,3.234727635,0,1.59779836,0,1.201843094,0,0,2.215179915,2.164430722,0,0.745523544,0,1.869860966,2.736894098,0,1.7875264,1.529010257,1.82316412,0,2.134897332,2.381215979,0,0,2.9613404,0,0,1.843677384,1.733269556,0,0,0,0,2.193625989,2.133865167,1.774817827,2.453592245,0,1.35318577,1.715580333,0,5.469106105,1.232008545,3.271152142,0.879740198,1.935362391,0,0,0,1.470573429
hsa-miR-4783-3p,1.324625296,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11339216,0,0,0,0,0,0,0,0,1.531154225,0.297921067,0,2.243894301,0,0,2.597690159,0,0,0,0,0,1.160833909,1.219708206,0,3.141642918,1.846014394,0,0.974944884,0,0,0,0.927286386,0.676592885,2.5733705,0,0,0,0,1.119669343,1.013761253,0,0,0,0
hsa-miR-4783-5p,2.047148185,0,0,0,0,0,0,0,0.683650724,0,0,1.118458852,0,1.602457459,1.625686277,0,0,0,0,1.065033634,0,0.831049318,0,1.913942781,0,0,0,0,0,0,0,0,0,0,0,0.751127823,1.476488881,0,7.425701443,0.692255398,2.710755658,1.340549216,0,1.267727019,1.16837726,0.927286386,0.676592885,1.28668525,0,0,1.69401175,0,1.439574869,1.013761253,0,0,0,0.882344057
hsa-miR-4784,140.7715428,48.37549908,121.8324265,163.670335,66.14687224,43.92682273,72.96336401,54.47908181,34.63830335,23.72133599,48.09778968,65.03039324,106.2135303,132.2027404,133.4688433,200.1030254,66.578463,75.42208592,203.0386534,86.80024119,37.23469842,38.85155562,110.844211,62.77732323,213.3114837,58.48464233,65.91439509,83.81902169,75.78885529,52.81969991,40.29038187,87.65976145,23.09845512,18.58324708,167.5651151,32.2984964,32.29016987,171.9514575,16.5650263,61.6107304,159.6333888,58.86229738,103.0074913,65.54148688,24.302247,150.52949,63.59973121,150.1132792,194.3471754,64.71775558,188.8053095,56.15477844,111.8069815,111.8823782,206.8175946,46.97947257,21.74899155,83.23445606
hsa-miR-4785,1.68588674,1.940992247,0,1.943828207,0,0.532446336,1.547347034,0.736203808,0.455767149,2.618589038,1.134381832,1.917358032,2.950375842,2.136609945,2.275960787,2.849890494,0,1.331957367,1.726519162,1.704053815,3.102891535,1.454336307,0,1.531154225,2.085447466,0,1.682920726,1.79292025,1.423264888,2.597690159,1.600942326,3.155751412,2.66520636,1.402509214,4.206655609,2.731373903,2.311026075,0,97.39093046,3.230525189,18.37289946,1.584285437,0,1.267727019,1.518890438,2.163668234,0,2.144475417,2.089754574,3.646070737,4.004027772,6.542304284,2.159362304,1.566721936,1.863221573,3.291555403,3.216400159,1.470573429
hsa-miR-4786-3p,1.68588674,1.940992247,0,0.388765641,0,0,1.309293644,0,0,2.15648509,0,0,0.655639076,0,0,2.44276328,0,1.331957367,1.035911497,0,0,0,2.736894098,0,0,0,0,0,1.423264888,0,0,1.753195229,0,0,0,1.229118256,1.348098543,2.247731471,0,0,2.258963049,0,0,0,0,0,0,0,0,0,0,2.180768095,1.519551251,1.382401708,0,0,1.531619123,0
hsa-miR-4786-5p,7.947751776,2.090299343,3.596529196,29.93495439,12.34741615,9.58403405,11.06948263,10.49090427,5.241322217,7.239628516,10.89006559,8.468331307,11.14586429,13.08673591,11.54237256,18.52428821,7.38393305,7.49226019,2.24447491,13.52592716,54.14545728,5.194058238,33.6637974,24.4984676,30.09002773,7.836177568,18.79261477,34.73782985,13.87683266,9.091915558,11.74024372,7.714059008,53.30412719,23.14140203,16.82662244,3.823923464,32.48275538,14.61025456,4.569662426,17.99864034,7.228681756,7.555822852,4.267730335,8.620543729,6.075561751,9.272863858,4.736150196,7.934559042,2.089754574,0.911517684,10.78007477,1.635576071,24.55274916,9.3081715,9.316107865,8.976969282,39.66893529,20.14685597
hsa-miR-4787-3p,0,0,0,1.166296924,0,0,0,0,0,1.694381142,0,0,1.311278152,0,0,0,0,0.332989342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.570733983,0.751127823,2.118440568,0,14.28019508,0,4.969718707,1.584285437,0,1.267727019,2.336754519,0,2.029778655,0.428895083,0,0,0,0.545192024,1.279622106,0,0,0,1.684781035,0
hsa-miR-4787-5p,0,2.090299343,0,0,0,0,0,0,0.911534299,1.694381142,0,0,0,0,0,0,0,0.665978684,0,1.065033634,0,0.415524659,0,0.382788556,0,0,0,0.448230063,0,2.381215979,1.334118605,0,2.07293828,0,0,1.775393037,1.348098543,1.123865735,12.85217557,0,3.313145805,2.193625989,0,1.394499721,0,0,0,0.428895083,0,0,0,1.635576071,1.439574869,0,0,0,0,0
hsa-miR-4788,1.204204815,1.642378055,0,0,0,0,0,0,0,0,0,1.118458852,0,0,0,0,1.845983262,0,0,0,0,0,0,0,0.8937632,0,1.542677332,0,0,4.329483599,0,0,0,0,0,0,0.898732362,0,0,0,0,1.462417326,1.939877425,1.267727019,0,0,0,1.072237708,0,0.911517684,1.848012818,0,1.359598487,0,0,0,0,0
hsa-miR-4789-3p,0,0,0,0,0.293986099,0,0,0,0,0,0,0,0,0,0,0,1.599852161,0,0,1.065033634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751127823,0.706146856,0,0,0,0,0,1.939877425,1.267727019,0,0,0,0,0,0,0,0,0,1.013761253,0,0,0,0
hsa-miR-4790-5p,0,0,0,0,0,0,0,0,0,0,0,1.59779836,0,0,0,0,1.599852161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682843476,1.219708206,0,0,0,0,1.462417326,0.387975485,0,0,0,0,0.857790167,0,0,1.386009613,0,0.879740198,1.013761253,0,0,0,0
hsa-miR-4791,4.93723974,2.538220631,3.146963047,3.887656414,2.64587489,4.525793857,14.64028348,6.441783322,8.431692262,4.467004829,7.260043725,5.112954751,8.19548845,5.207986741,11.05466668,2.849890494,5.045687584,4.495356114,5.179557485,3.514610993,9.153530028,6.648394545,2.736894098,6.1246169,4.766737066,4.587030771,9.817037567,6.499335907,4.625610886,3.680061059,5.069650699,4.558307595,6.811082919,3.856900338,9.114420486,5.940738239,10.91317869,6.743194413,11.99536387,4.384284185,15.81274134,6.824614189,5.625644532,6.085089691,4.322995861,6.181909239,7.442521737,5.361188542,6.269263722,8.203659158,6.468044862,11.99422452,14.47572507,2.949123644,2.235865887,1.496161547,11.79346725,4.558777629
hsa-miR-4792,0,0,0,0,0,1.064892672,0,0,0,0,0,0,0,0,0.325137255,0,0,0,1.899171078,0,0,0,0,1.148365669,0,0,0,0,0,0,0,0,0,0.350627303,0,0.819412171,0,0,4.284058525,1.846014394,2.710755658,1.584285437,0,0,0,3.090954619,0,1.501132792,1.393169716,0,0,0,0.799763816,1.474561822,0,0,0,0
hsa-miR-4793-3p,1.565466259,1.343763863,1.798264598,0,0.293986099,0,1.547347034,0,2.278835746,0,0,2.39669754,0,1.602457459,0,0,1.230655508,0,1.381215329,1.704053815,2.327168651,0,0,0,0,0.573378846,1.682920726,0,1.067448666,0,0,0,0,0,0,1.911961732,1.155513037,2.247731471,0,0,0,0,1.939877425,1.774817827,1.402052712,0,0,0,0,0,1.69401175,0,1.199645724,1.751042163,0,0,0,2.352917486
hsa-miR-4793-5p,2.528830111,2.986141919,4.945227645,3.498890773,1.469930494,2.928454849,2.856640679,2.208611425,5.013438642,2.464554388,3.403145496,3.355376556,1.311278152,2.53722431,3.251372553,4.681962954,2.707442118,1.83144138,3.280386407,2.875590813,2.327168651,2.285385625,4.652719966,2.296731338,2.085447466,3.631399361,2.804867876,2.017035281,2.490713554,2.814164339,3.468708373,2.805112366,2.66520636,4.908782248,1.869624715,2.25338347,2.824587424,5.619328677,4.284058525,2.307517992,2.861353195,2.3154941,1.939877425,3.169317548,3.621969505,4.636431929,3.382964426,5.146741,10.44877287,3.646070737,2.002013886,5.99711226,2.639220593,2.672643302,2.981154517,1.196929238,1.99110486,3.0882042
hsa-miR-4794,3.492193962,1.642378055,0.899132299,2.332593849,4.703777582,7.720471874,4.761067798,7.362038083,2.734602896,4.775074127,2.949392763,3.674936228,7.212029836,2.136609945,4.064215692,3.257017707,4.43035983,7.991744203,4.143645988,7.987752257,3.102891535,4.36300892,7.115924654,0,4.170894933,6.116041028,3.225598058,3.137610438,3.202345998,5.195380319,4.269179536,8.415337099,7.403350999,8.765682586,1.635921626,7.238140843,2.760392256,5.619328677,0,13.38360436,3.162548268,5.727801194,9.505399382,6.718953201,3.505131779,4.636431929,3.382964426,6.43342625,2.786339432,4.557588421,2.772019227,1.635576071,3.518960791,3.962884896,19.75014867,4.488484641,0.459485737,5.735236371
hsa-miR-4795-3p,0,0,1.798264598,0.777531283,1.763916593,2.129785344,0,2.392662377,0,0,0,0,1.966917228,1.73599558,0,0,0,0,1.035911497,1.278040361,1.861734921,0.831049318,0,1.913942781,0,1.529010257,1.82316412,0,0,0,0,0,2.07293828,1.753136517,0,2.116814775,1.091317869,0,3.42724682,0,0.903585219,0,0,1.267727019,0,0,0,0,3.48292429,0,0,0,1.279622106,1.65888205,1.490577258,0,1.837942948,1.176458743
hsa-miR-4796-3p,2.167568666,6.569512221,0.899132299,1.555062566,3.233847088,4.792017025,4.046907628,8.282292843,3.41825362,8.779975008,3.630021862,5.112954751,5.900751684,2.804300553,2.926235298,2.239199674,5.784080889,6.326797494,2.071822994,6.709711896,7.60208426,32.41092341,4.379030556,4.210674119,4.170894933,3.440273079,8.695090417,6.499335907,6.048875774,7.360122118,6.670593025,4.558307595,1.77680424,3.506273034,1.869624715,11.88147648,2.888782593,2.247731471,1.71362341,0.923007197,2.258963049,19.37702957,2.32785291,8.874089133,3.388294053,1.236381848,2.029778655,10.07903446,2.786339432,2.734553053,2.46401709,5.451920237,3.918842699,9.400331614,5.589664719,9.87466621,3.98220972,5.735236371
hsa-miR-4796-5p,1.806307222,2.538220631,0.44956615,1.555062566,1.175944395,2.129785344,1.309293644,2.392662377,2.734602896,1.540346493,2.949392763,2.876037048,0.655639076,1.602457459,0,0,4.184228728,1.83144138,2.762430659,1.065033634,2.172024074,2.493147954,0,0,2.979210666,2.484641668,3.926815027,0,3.202345998,1.94826762,0,0,0.59226808,1.753136517,0,1.638824342,3.851710124,3.371597206,0,0,1.957767976,2.193625989,5.625644532,2.155135932,1.402052712,0,2.706371541,2.5733705,0.696584858,0.911517684,1.386009613,3.271152142,2.879149738,3.870724782,2.235865887,1.496161547,1.837942948,1.764688114
hsa-miR-4797-3p,4.696398777,1.343763863,0.899132299,1.166296924,0.293986099,2.662231681,2.618587289,4.049120946,2.278835746,0,0,1.438018524,2.294736766,1.335381216,1.950823532,1.017818034,1.230655508,0,2.071822994,1.278040361,7.912373414,1.454336307,4.105341146,0,0,0,2.243894301,0,0.355816222,0,0,2.103834275,3.257474439,0.701254607,2.804437073,1.911961732,2.311026075,3.371597206,0,0.461503598,1.505975366,1.706153547,3.10380388,0,16.35728164,1.854572772,0.676592885,2.144475417,4.179509148,0,1.848012818,0,2.95912612,2.85696353,2.981154517,0,2.756914422,1.323516086
hsa-miR-4798-5p,0,0,1.348698449,1.943828207,1.175944395,3.194678017,0.47610678,0,0,1.694381142,0,1.118458852,2.622556304,0,1.788254904,0,1.845983262,0.499484013,0,1.810557178,0,0,0,0,0,1.529010257,0,0,5.693059552,0,0,0,0,1.05188191,0,1.775393037,0.962927531,0,0,0.692255398,0,0,5.819632275,1.394499721,0,1.236381848,0,0,0.696584858,0,1.540010681,3.271152142,1.199645724,0.921601139,0,0,1.684781035,0
hsa-miR-4800-3p,0,1.791685151,1.348698449,3.110125131,3.527833186,2.662231681,1.785400424,1.288356664,1.823068597,3.696831583,1.588134565,1.59779836,1.63909769,1.869533702,1.625686277,1.017818034,1.722917712,3.163398747,2.24447491,2.343073995,2.016879498,1.454336307,0,3.445097006,2.085447466,3.822525643,2.243894301,2.241150313,2.134897332,3.030638519,2.66823721,3.857029504,3.553608479,2.103763821,3.97295252,1.98024608,2.632001918,4.495462942,17.421838,1.153758996,7.228681756,2.43736221,2.521840652,2.66222674,3.621969505,3.090954619,0.676592885,0.857790167,0.696584858,4.557588421,1.232008545,2.180768095,1.99940954,5.160966376,3.726443146,2.693090784,3.829047808,3.0882042
hsa-miR-4800-5p,1.565466259,2.239606439,3.596529196,3.887656414,2.057902692,2.662231681,2.142480509,2.024560473,2.278835746,2.15648509,1.588134565,2.236917704,0.327819538,2.403686188,0,0,1.722917712,1.331957367,2.24447491,2.343073995,0,2.077623295,2.189515278,1.148365669,2.6812896,1.337883975,2.664624482,2.913495406,2.490713554,2.1647418,1.334118605,0,1.18453616,2.454391124,0,1.638824342,2.311026075,3.371597206,3.712850721,0,2.861353195,2.924834652,4.073742592,2.66222674,1.635728164,0,3.382964426,1.501132792,3.48292429,0.911517684,1.078007477,3.271152142,2.239338685,2.027522505,0.745288629,2.992323094,2.297428685,1.470573429
hsa-miR-4801,1.926727703,0,0.899132299,0,1.469930494,3.194678017,0,2.392662377,0,1.848415791,2.722516397,0,0,0,0,0.814254427,1.47678661,1.165462696,0,1.278040361,2.172024074,0,0.821068229,0,0,0,1.542677332,0,0,0,0,0.701278092,0,1.402509214,0,1.024265214,1.733269556,0,0,0,0,1.828021658,0.193987742,0,0,0,1.35318577,0.214447542,0,0,0,2.725960118,1.519551251,1.105921366,0,0.299232309,0,0
hsa-miR-4802-3p,0,0.74653548,0,0.777531283,0,0,0,0,0,0,0,0.319559672,1.311278152,0,0.975411766,0,0,0,1.899171078,0,0,1.038811648,0,0,0,0,0,0,0,0,0,0,1.4806702,0,0,0.819412171,1.925855062,0,0,2.538269792,0,0,0,0,1.16837726,0.618190924,0,0,0,0,1.69401175,0,1.839456777,0,0,0,1.531619123,0
hsa-miR-4802-5p,4.09429637,5.375055453,1.798264598,3.887656414,2.939860989,4.259570689,3.927880933,3.681019041,8.659575836,5.391212725,3.856898229,3.355376556,5.900751684,3.471991161,4.551921575,3.664144921,6.276343092,3.163398747,5.352209401,4.473141264,4.964626456,4.15524659,4.926409376,4.976251231,3.277131733,2.293515386,4.76827539,2.913495406,6.048875774,5.628328679,4.002355815,2.805112366,4.442010599,2.805018428,8.880717397,4.097060854,2.311026075,2.247731471,1.428019508,5.076539583,2.108365512,4.021647647,6.013620017,4.69058997,6.075561751,4.327336467,2.706371541,6.43342625,4.179509148,5.469106105,2.310016022,1.635576071,6.398110529,3.962884896,5.217020404,3.590787713,5.513828843,5.147007
hsa-miR-4803,0,0.298614192,0,0,0,0,0,0,0,0,1.361258198,0,0,0,0,0,1.722917712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955980866,1.0271227,0,0,0,0,0,0.969938712,0,0,0,0,0,0,0,0,0,1.199645724,0,0,1.196929238,0,0
hsa-miR-4804-3p,0,0,0,0,0,2.662231681,0,0,0,0,0,0,0,0,0,0.407127213,0,0,0,0,1.861734921,0,0,0,0,1.911262821,0,0,0,0,0,0.350639046,0,0,0,1.024265214,1.604879218,0,0,0,0,0,0,0,0,0,0,0,0.696584858,0,0,0,1.439574869,0,0,0,0,0
hsa-miR-4804-5p,28.66007459,6.270898029,3.146963047,1.555062566,4.115805384,33.27789601,8.807975426,35.3377828,3.646137194,10.9364601,2.268763664,13.90084573,3.933834456,3.204914918,2.11339216,8.956798695,12.30655508,8.824217558,26.41574317,25.24129713,39.25157791,10.38811648,15.05291754,3.06230845,16.9815008,9.747440389,7.573143266,8.292256157,1.77908111,6.277751219,9.338830234,7.012780916,7.995619079,9.817564496,4.440358698,8.467259099,4.429466643,17.98185177,1.428019508,6.922553977,3.162548268,16.93966736,14.74306843,11.53631587,7.711289914,2.472763696,3.382964426,7.7201115,4.876094006,2.734553053,8.162056612,2.180768095,5.598346713,8.202250134,20.12279299,7.480807735,1.072133386,2.941146857
hsa-miR-483-3p,704.2189756,411.9382777,37.76355656,414.8129394,7.937624669,209.5176333,24.51949916,190.8608373,134.2234255,211.1815042,19.28449114,251.4934618,9.83458614,286.9734233,45.35664712,244.8870189,42.70374614,265.5590001,115.6767838,311.2028279,5.740349339,195.9198767,9.579129342,292.450457,99.20771519,238.5256001,15.00604314,148.3641507,2552.26976,184.8689497,13.87483349,337.3147621,12.14149564,275.5930605,3.038140162,329.5402614,5.841760355,322.5494661,5.712078033,161.5262595,4.367328561,210.9536993,3.87975485,253.6721765,3.388294053,597.1724325,3675.929145,495.5882688,11.14535773,231.5254918,1511.520484,329.8411743,2181.355809,309.2893421,17.14163847,195.398698,6.58596223,158.8219303
hsa-miR-483-5p,131.1379043,105.1121955,15.28524908,106.9105514,2.939860989,42.06326055,5.475227968,52.63857229,63.8074009,35.27393468,3.630021862,26.04411326,5.572932146,45.8035757,4.389352947,36.4378856,7.876195253,57.44066146,29.17817383,53.99720526,9.308674604,37.60498164,5.200098786,55.88712922,22.64200106,47.01706541,3.225598058,38.77190041,291.4134858,29.22401429,4.002355815,44.53115882,3.257474439,53.99660473,3.505546341,71.35714321,3.466539112,31.46824059,3.42724682,66.22576638,3.011950732,32.4169174,3.685767107,40.44049191,6.893425832,72.01924263,278.0796758,93.49912817,0.696584858,65.62927327,516.3655815,124.8489734,188.9841898,44.23685465,7.825530606,30.82092787,3.216400159,23.6762322
hsa-miR-484,317.6692301,111.0844794,154.2011893,138.789334,139.0554248,165.5908105,125.6921899,99.20346317,158.606968,87.33764614,137.0333253,101.7797555,268.8120212,162.1152796,117.5371178,152.0620142,127.2497796,195.298249,113.4323089,165.0802133,204.170263,114.4770436,315.0165106,319.2456559,221.0574314,93.84300453,110.7922811,86.7325171,222.0293225,126.2044469,334.0632987,114.3083289,151.6206285,132.1864934,54.68652292,100.582844,126.3360921,122.5013652,241.9065047,161.2955077,108.1290313,106.3908605,126.0920326,77.20457546,121.7449105,101.3833115,69.68906717,157.6189431,92.64578611,59.24864948,108.8787552,51.24805022,221.3746243,178.4219804,226.5677433,208.864152,122.3763679,140.7338771
hsa-miR-485-3p,20.35106137,16.57308765,18.88177828,18.27198515,31.16252648,8.25291821,191.1568721,6.993936179,4.557671493,13.40101449,9.528807389,25.56477376,7.212029836,15.89103647,19.18309807,13.84232526,9.352981863,13.31957367,2.071822994,14.37795406,2.947746958,12.25797744,3.831651737,10.33529102,4.468815999,19.11262821,17.24993744,10.53340647,9.607037994,27.05927249,17.07671814,9.817893282,12.43762968,11.57070101,3.73924943,10.37922083,26.70519019,16.85798603,27.98918236,6.461050379,6.776889146,11.08999806,5.237669047,11.78986128,6.776588106,22.56396872,20.29778655,14.15353775,13.2351123,10.02669453,13.09009079,15.81056869,69.97933392,15.75937947,6.334953348,12.26852468,6.126476493,20.14685597
hsa-miR-485-5p,3.010512036,3.583370302,8.092190692,4.665187697,3.233847088,4.259570689,4.284961018,3.128866185,0.911534299,2.618589038,2.268763664,4.473835407,2.294736766,3.471991161,3.251372553,3.257017707,2.338245466,2.330925393,1.726519162,4.473141264,0.775722884,3.947484261,1.642136459,2.296731338,0.8937632,6.498293593,3.085354664,3.5858405,2.490713554,5.628328679,3.201884652,4.558307595,2.07293828,3.155645731,0.934812358,3.687354769,4.750442486,2.247731471,8.282513148,1.384510795,1.807170439,3.899779536,1.939877425,2.155135932,1.285214986,5.563718315,2.029778655,4.717845917,1.393169716,3.646070737,7.084049135,7.087496308,4.718606515,2.949123644,3.353798831,1.795393856,1.072133386,2.647032171
hsa-miR-486-3p,1.324625296,24.18774954,40.01138731,9.719141036,3.527833186,6.389356033,4.165934323,7.546089035,13.4451309,4.775074127,7.940672824,10.86502885,3.27819538,14.02150276,6.340176479,9.771053122,29.90492885,25.47368465,3.798342156,11.50236325,7.60208426,30.9565871,16.96874341,99.14223607,91.16384639,6.116041028,6.451196116,13.67101691,2.846529776,14.93671842,3.201884652,8.064698053,4.145876559,13.32383753,15.19070081,36.12241987,4.04429563,14.61025456,49.98068279,25.84420151,19.27648468,40.21647647,34.33583042,8.240225624,10.28171989,14.52748671,8.119114622,35.16939684,11.84194259,4.557588421,13.09009079,16.35576071,1.199645724,15.57505924,2.235865887,62.24032035,28.02862995,27.64678046
hsa-miR-486-5p,16.8588674,588.7178793,889.2418438,239.4796351,35.27833186,121.1315415,67.13105595,132.5166855,263.4334123,92.11272026,149.2846491,195.4107394,63.59699037,279.8959028,103.7187845,178.1181559,669.2304654,680.7967093,81.66435635,273.9266507,188.8109499,770.7982425,470.7457848,2885.842926,2373.835059,127.8634828,143.6092353,400.0453308,66.53763352,341.8127301,68.30687257,223.7077112,66.03789091,368.5092959,373.6912399,876.8393072,65.67165762,261.8607164,1312.064324,579.4177679,448.3288664,965.1954352,883.0322038,179.7636913,175.6071021,353.296113,149.5270276,889.7428504,339.2368258,171.3653246,344.3463884,460.68726,26.31222955,347.6279495,58.50515739,1649.368489,560.8789229,577.4941854
hsa-miR-487a-3p,2.047148185,1.343763863,1.798264598,0.777531283,1.763916593,0.798669504,6.903548307,1.840509521,0.683650724,1.232277194,0.907505466,1.438018524,3.606014918,2.403686188,0,0,1.722917712,1.997936051,0.517955749,1.171536998,1.706590344,1.869860966,0,0,0.595842133,2.484641668,2.94511127,0,1.423264888,1.94826762,0,0,2.07293828,0.701254607,0.233703089,1.433971299,2.632001918,2.247731471,0,0,0.602390146,1.584285437,0.581963227,1.267727019,0.58418863,0,0.676592885,1.715580333,1.393169716,3.646070737,3.850026704,2.180768095,6.238157766,1.382401708,0,2.393858475,1.225295299,3.382318886
hsa-miR-487a-5p,0,1.642378055,0,0,0,0,1.547347034,0,0.911534299,1.540346493,0.907505466,2.716257212,0,0.534152486,0,0,0,1.83144138,0.345303832,1.065033634,0,1.038811648,0,0,0,0,1.963407513,0,0.711632444,0,0,0,0.88840212,0,0.467406179,1.570539994,1.54068405,1.123865735,0,0,1.355377829,1.218681105,0,1.521272423,1.16837726,0,4.059557311,1.715580333,0,0,1.386009613,1.635576071,1.279622106,1.566721936,1.490577258,0.897696928,0,1.764688114
hsa-miR-487b-3p,30.58680229,27.77111984,72.82971623,36.15520465,45.27385923,19.1680681,92.0076352,17.48484045,6.38074009,38.50866232,17.92323295,61.83479652,18.03007459,30.3131536,28.44950984,26.25970527,28.67427334,28.80357807,3.280386407,27.3713644,10.23954206,33.65749738,6.294856425,19.13942781,3.277131733,51.60409618,28.18892216,22.41150313,20.63734088,57.36565769,26.6823721,29.80431889,30.50180611,20.3363836,8.880717397,24.58236513,33.70246359,25.84891192,38.55652672,23.99818712,10.39123002,30.58889574,6.207607759,33.97508411,9.113342626,34.9277872,23.0041581,19.51472629,16.02145173,14.58428295,37.57626063,33.80190547,56.38334904,35.48164384,6.707597662,18.55240318,23.89325832,32.35261543
hsa-miR-487b-5p,2.047148185,2.090299343,0.44956615,0.388765641,2.351888791,2.129785344,1.547347034,4.41722285,1.595185022,1.848415791,2.722516397,1.917358032,2.294736766,1.335381216,1.137980394,0,1.722917712,0.998968025,1.035911497,1.917060542,1.706590344,1.869860966,0,2.679519894,0.8937632,3.058020514,2.384137695,0,1.423264888,2.381215979,0,0,0.59226808,1.753136517,0.701109268,1.707108689,2.311026075,1.123865735,3.42724682,2.307517992,0,1.218681105,1.939877425,1.267727019,1.635728164,1.854572772,0.676592885,1.715580333,0.696584858,0.911517684,1.540010681,3.271152142,2.559244212,1.843202277,0.745288629,0.598464619,1.531619123,0.735286714
